uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_degree,SVC_kernel,SVC_max_iter,SVC_verbose,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,RidgeClassifier_alpha
smote,minmax,0.5,nb,26520553,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10527395854709624,0.1428209030948757,0.12132703601746482,0.012517107489400063,0.8075117370892019,0.8573487031700289,0.8279756257868854,0.022421351864334624,0.18634217217580823,0.2428817946505608,0.2113748358140224,0.018853528115131295,0.6968408591662603,0.7810843774871856,0.7399792421748315,0.028941856038917958,0.11162487844166885,0.2045623080006758,0.15924592904260138,0.030484751735608943,0.48886967797709097,0.6198006932409013,0.5461818310502625,0.043893276168526334,9187.0,9336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,xgb,4517739,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17,1.0,1.0,1.0,0.0,9212.0,9340.0,,,,,,1,0.7,aucpr,0.5,45,binary:logistic,7,10130,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.1,nb,3238833,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0898876404494382,0.22002635046113306,0.16393745800533102,0.042076278183878255,0.05055292259083728,0.5576368876080692,0.36747191422854153,0.17837995986279986,0.06471183013144591,0.3019891500904159,0.21850159271831457,0.08214702535630278,0.7003652321071516,0.7802075549011944,0.7407705806252463,0.027745676928085477,0.11315453456812302,0.20037792871859494,0.15739302007883132,0.028823507227021365,0.7734273318872017,0.9010695187165776,0.8272210689276586,0.04648254003761952,9185.0,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.5,svm,18668799,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.01925925925925926,0.043478260869565216,0.03127764308350868,0.007972299681808391,0.018731988472622477,0.04225352112676056,0.0304984097156946,0.007799420879839653,0.01899196493791088,0.04285714285714286,0.030882266437587756,0.007883340896216506,0.3806819594556573,0.4462870311594776,0.4260137530462792,0.024895836866530494,0.05621268868280607,0.06298780055784574,0.05911639802619154,0.0025469059372023968,0.8528204019883294,0.8702673796791444,0.8603500650268922,0.007721978400088968,9220.0,9350.0,2.81,,sigmoid,25000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,sgd,18289741,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.02516309412861137,0.10991146620600302,0.08523708580587701,0.03083803164679412,0.19452449567723343,0.7108938547486033,0.594573571895472,0.2003686771979178,0.04456180887935303,0.19038713297175988,0.1490192118381211,0.05336165530476995,0.24308836643505252,0.6888756349607212,0.5610150569248141,0.16110384485382578,0.045914555781715924,0.12251230186488868,0.0948825263139467,0.02634055768349813,0.3729419410745234,0.5782887700534759,0.49432278668214513,0.06814858433254396,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.5664203664930939,optimal,squared_loss,l1,,,,
smote,minmax,0.5,xgb,27153088,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9194.0,9338.0,,,,,,0,0.3,aucpr,0.0,19,binary:logistic,25,44848,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,nb,22379194,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.12029459901800327,0.21049493142516398,0.1760751313836396,0.03065368147859467,0.1564945226917058,0.5086455331412104,0.35844409466460775,0.14017675072583807,0.15849056603773584,0.2977646562631801,0.22770589506236708,0.0538520810686578,0.6993971033340637,0.7815748108304423,0.7415655742576032,0.027999418473915214,0.1120635334211342,0.20136129380968654,0.1569633680602937,0.02910136255462732,0.7997830802603036,0.896357328707719,0.8300657662264683,0.035342659776723316,9178.0,9337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.5,sgd,13202039,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.005025125628140704,0.0981719702098849,0.052942124158165696,0.03756011298004011,0.0013966480446927375,0.6872037914691943,0.28772617630639796,0.2528598294835808,0.002185792349726776,0.17180094786729858,0.08758065119268935,0.06643025495949165,0.2811212189984533,0.6655687774664857,0.4610467049190545,0.14389871417574632,0.04388022379544606,0.09993311889165675,0.06971884518422354,0.021551747982767537,0.5421725932350391,0.9013399610979036,0.6657264790613968,0.1322033479085425,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.7232024576227521,optimal,squared_loss,l2,,,,
smote,minmax,0.8,nb,19620774,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09664971057709174,0.13273942093541202,0.1133622726913027,0.01187375363516907,0.8587896253602305,0.8919308357348703,0.8752852818185423,0.012728086606592621,0.17398168613830123,0.22993827160493827,0.20048419152285102,0.01842789882342429,0.6951316823674971,0.780606432811307,0.7388949985878879,0.02939529176217777,0.11097807661736223,0.20449974019193137,0.15813988457066422,0.030793242984477158,0.4350551113032202,0.5675909878682842,0.48705281810450857,0.048143039988044666,9182.0,9336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.8,sgd,17363843,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.1518528838116467,0.09078252290758068,0.05156040660448868,0.0,0.86697965571205,0.42204310324724903,0.3472771970540983,0.0,0.25449451319168803,0.13747174107815474,0.0833188831010189,0.5190747409455113,0.7629701561353448,0.6232383620110357,0.0828362336268955,0.06744405616507178,0.16101198890073476,0.10798115308496477,0.0314781128822008,0.26528620988725066,0.9226280527339529,0.6956631609467614,0.23372741412899878,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,0.9564717278525798,optimal,squared_hinge,l1,,,,
random_under_bootstrap,standard,0.1,ridge,9526762,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.06666666666666667,0.013333333333333332,0.026666666666666665,0.0,0.001564945226917058,0.0003129890453834116,0.0006259780907668232,0.0,0.0030581039755351687,0.0006116207951070337,0.0012232415902140674,0.6301820578662637,0.686714189231682,0.6581023871862977,0.01956338970583335,0.09881426531178951,0.12538571247146432,0.11548145206339484,0.01089406006689404,0.9223038685973634,0.9322994652406417,0.92660808585016,0.003651872144131101,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9422652065438364
random_over,standard,1.0,sgd,16114639,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10562571756601608,0.1275544576689872,0.11464814444850839,0.007913487596646323,0.7266982622432859,0.829971181556196,0.7833041823388641,0.03732420347570847,0.18444266238973536,0.2207110938410725,0.19999502523035992,0.013109396601720023,0.6511680937406351,0.7445255757781958,0.7081861615238771,0.03531560270871237,0.10923796624553181,0.16141194020476787,0.13366457461452563,0.02204477324976467,0.5002161227577264,0.5655329289428076,0.542354717152328,0.02516646724983351,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.26726437337549,optimal,log,l2,,,,
random_under,standard,0.1,lr,23964429,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10967741935483871,0.15820433436532508,0.13085927435973166,0.016185831984924938,0.6445497630331753,0.7363112391930836,0.6825352952509804,0.03111262238197801,0.18745692625775331,0.2604485219164118,0.21943262933396562,0.02433225527287514,0.6756444406930044,0.76663490494774,0.715979314302175,0.032479298214693406,0.11694660363222649,0.17151622763648708,0.13847091396980832,0.02012614773163303,0.6055759671493408,0.6856585788561526,0.643508326718794,0.027861312983754598,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,balanced,0.006094940757328637,20000,elasticnet,saga,,,,,,,,,,
random_under,minmax,0.8,lr,2881561,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10472014444157854,0.15786221810318196,0.13453332254791409,0.018881197280689987,0.641390205371248,0.7363112391930836,0.6875466246319015,0.03225143085076482,0.18004434589800444,0.25998473670821676,0.22474895302834114,0.0282392091842777,0.6707280230509612,0.7695844244040712,0.7237071271723312,0.03727481634159579,0.1111289738979638,0.17339872888949898,0.14276460291283521,0.022902906545758467,0.6044919786096257,0.6849003466204506,0.6507457122650988,0.03182464230126858,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,balanced,,20000,none,lbfgs,,,,,,,,,,
random_under_bootstrap,standard,1.0,nb,33265265,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0855290968014654,0.12983957219251338,0.10845255926883741,0.014631909254564066,0.8591549295774648,0.9589257503949447,0.9169519916124684,0.041555892308256064,0.15705045278137128,0.22611287018066684,0.19341420539778517,0.0227289055301852,0.7006341769029701,0.7835839673863516,0.7430489159125938,0.029057247337312176,0.11285993749371839,0.2052962949649281,0.1604787621997791,0.030448035459766123,0.30310160427807487,0.5499350086655113,0.4311522342465147,0.097470469624615,9195.0,9337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.5,xgb,24717806,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.224070796460177,0.31473922902494333,0.26508901926358214,0.03404494394916235,1.0,1.0,1.0,0.0,0.36610757663389243,0.4787857882028286,0.417945611487912,0.04229304753080249,0.9801337367510427,0.986468152236927,0.9826399989525486,0.0026407224365678967,0.6409877204032671,0.74517999035719,0.6868170921467321,0.03674160487782932,0.7655614973262032,0.8363301559792028,0.7946193829530233,0.02762999022780415,9211.0,9338.0,,,,,,0.5,0.3,aucpr,1,16,binary:logistic,25,39326,,,,,,,,,,,,,,,,,,,,,,
smote,standard,1.0,nb,27606016,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09378605571122466,0.12812367640830158,0.10959017148335422,0.011295427782534695,0.8717579250720461,0.9217877094972067,0.8981349206660948,0.016779882600816885,0.1698507462686567,0.22341211225997049,0.19509770945810145,0.01762191547511351,0.6988829548261546,0.7827806422955386,0.7404745121088883,0.029164647904945985,0.1122899745080399,0.20894620122178056,0.16027033397571805,0.03181539799271585,0.40069159282472444,0.5444107452339688,0.45547313397920686,0.0521335870380032,9185.0,9336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,1.0,lr,13932174,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09208972845336481,0.16798481493198356,0.1266412988318167,0.02445600471962928,0.6161137440758294,0.7651296829971181,0.6835366128874797,0.04816989205581608,0.16023007395234182,0.2754863813229572,0.2132710544352054,0.037088189744347314,0.6249978025905327,0.7785944916201042,0.7032265920933043,0.053273520173915054,0.09836543231794559,0.17744169024324746,0.13483270601615155,0.026562663479169767,0.5627807486631016,0.6974653379549394,0.6251151666696095,0.04841530336073759,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,20000,none,saga,,,,,,,,,,
smote,minmax,0.3,nb,13172854,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11731543624161074,0.1537777777777778,0.13151450898573008,0.012503785343348684,0.6903633491311216,0.797486033519553,0.7495395878496047,0.042943092501037956,0.200550711335475,0.25509953305480465,0.2235204350644316,0.01853830398808627,0.6982781914948565,0.7810290223128605,0.7395638131141309,0.028906871081795432,0.11266473357704017,0.2059164720430014,0.15823570369177492,0.03094938737671463,0.5519775232331965,0.6716854419410745,0.6179840009416643,0.03999754051017361,9182.0,9336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
