uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,RidgeClassifier_alpha,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights
adasyn,standard,0.7,knn,12039582,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,12,distance
random_over,standard,0.1,rf,9464352,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.6271970397779834,0.8115183246073299,0.7145886185990886,0.06617282492089897,0.9720670391061452,0.9796557120500783,0.9767270388154078,0.00280428862178784,0.7639436619718311,0.8876163206871869,0.8236340219201967,0.04433923142239332,0.9916833472930064,0.9973922866125118,0.9944933343284106,0.002235711502231731,0.9066589923767941,0.961493187990093,0.9342475875150578,0.021617577878918996,0.9546143847487002,0.9832085561497326,0.9687147064808871,0.010227124577067566,7942.0,8541.0,,,,,,,,,,,,,,,,,,,,,,,,True,balanced,entropy,470,5,9,377,,,,
adasyn,minmax,0.3,ridge,13801884,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.14634146341463414,0.09539306407085611,0.058917555390553746,0.0,0.012519561815336464,0.005953270790449644,0.004650474180937485,0.0,0.023021582733812947,0.011149818468461501,0.008596514898897066,0.6383908547170724,0.6727552295450816,0.6573803614677693,0.01557098545628886,0.10040537028246715,0.1272174038715779,0.1143508926947336,0.010235408136576493,0.9207910092932786,0.9299465240641711,0.924122218687965,0.0035065763756393356,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.117743514332875,,,
random_over,minmax,0.1,xgb,21937177,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9928469241773963,0.99860529986053,0.9952914426728918,0.002657002962354068,1.0,1.0,1.0,0.0,0.9964106245513281,0.9993021632937892,0.9976383890536921,0.0013341291675541154,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17,0.9994577006507592,0.9998919386211368,0.9996543648990226,0.00019826490964208374,9208.0,9331.0,,,,,,,,,,,,3,0.7,aucpr,0.5,39,binary:logistic,17,43938,,,,,,,,,,,,,,,
,standard,0.8,sgd,32533291,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.612654392970544,0.5576559318447745,0.04496398419288247,0.07362705921886577,0.5346379011274935,0.17986798988435387,0.17790137225799146,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,1.0,9347.0,,,,,,1.8691908445948588,True,0.8418427131547533,invscaling,hinge,elasticnet,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.7,lr,12422192,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.25,0.10833333333333332,0.09718253158075499,0.0,0.001564945226917058,0.0008893579214641033,0.0007275684871305557,0.0,0.0031007751937984496,0.001763021511139056,0.0014422560805812691,0.632007040409318,0.6632783193770404,0.6485409506498448,0.011832489804827572,0.0982635508020667,0.1212477275274658,0.11160268025736189,0.00853031320725855,0.9223038685973634,0.932192513368984,0.9266951270765068,0.0038350980194349423,9220.0,9350.0,,,20000,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,1.0,knn,15124564,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.15304642166344293,0.21268771069567882,0.18329971156274058,0.02236972258268001,1.0,1.0,1.0,0.0,0.2654644579576431,0.3507707859489512,0.3092072828603153,0.031944785711575364,0.989868821738112,0.9950097510611449,0.9917933588024492,0.001750516656809466,0.9026996625421821,0.9395833333333333,0.9146765069750336,0.012856980683527128,0.6253475935828877,0.7217287694974004,0.6709207937963788,0.03694694920625062,6890.0,7681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minkowski,9,distance
random_over,minmax,0.5,nb,6917474,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10356933879461673,0.1412373675129406,0.1194144905736616,0.012571713229174976,0.8256484149855908,0.8729050279329609,0.8483945668051218,0.018921642711343972,0.18437499999999998,0.2412123763418228,0.20906124851845642,0.01889925620460297,0.7010798206043972,0.7805999353289549,0.7409341363428237,0.02747667465876709,0.11281477433746684,0.20008455750752063,0.15696921809482994,0.028766707712665287,0.45915279878971255,0.6095103986135182,0.5278567148131088,0.0506332340199014,9180.0,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.3,svm,3994849,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39046898658852136,0.5558152009685917,0.4773452729606997,0.057545735882381745,0.05563774625496835,0.07834772696766315,0.06589694214403866,0.008965009890874563,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,0.81,linear,25000,False,,,,,,,,,,,
smote,standard,1.0,svm,1986152,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.07142857142857142,0.09185149469623916,0.08291018270968087,0.006672825855130333,0.5102685624012638,0.5489913544668588,0.5296244354044239,0.015507717328861713,0.12531522793404462,0.15737298636926889,0.1433032779513666,0.010395446594101597,0.5158459047808562,0.5600041651393364,0.533957541316578,0.01525057691132064,0.0651313995391533,0.08292850263730144,0.07411301963595837,0.005847083067358075,0.5177540106951871,0.5580589254766031,0.5373864870406261,0.013934877556007886,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,2.61,sigmoid,25000,False,,,,,,,,,,,
