uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,RidgeClassifier_alpha,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights
random_under,minmax,0.7,knn,7074646,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.20525291828793774,0.26961926961926963,0.2386957146804495,0.024358334889156775,1.0,1.0,1.0,0.0,0.34059725585149314,0.42472460220318237,0.3847730771104538,0.03180581291236395,0.9900445069102835,0.9955833428931973,0.9927954453146391,0.0020602400921464407,0.9016203703703703,0.9457746478873239,0.9239522618021748,0.016118987679963427,0.737860962566845,0.7963604852686309,0.7654211695789581,0.022362054087024328,5746.0,6764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minkowski,7,distance
smote,minmax,0.5,rf,6301109,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.46887966804979253,0.5168067226890757,0.4952011242019102,0.015397266773191632,0.9711815561959655,0.9812206572769953,0.9762716733693377,0.004253246907692891,0.633644859813084,0.6747120131651124,0.6569426637319122,0.013407605416518274,0.9906705104778669,0.9926620116019594,0.9917092097197766,0.0006804016458114604,0.9271316779565911,0.9340383565864581,0.9313778622839106,0.0025085270042211395,0.9150779896013865,0.9365775401069518,0.9253835506162424,0.007336682458461299,8115.0,8757.0,,,,,,,,,,,,,,,,,,,,,,,,False,balanced,entropy,452,9,9,487,,,,
random_under_bootstrap,standard,0.3,sgd,9269813,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.03125,0.15151515151515152,0.10863032498902066,0.041222995956038344,0.0013966480446927375,0.02190923317683881,0.009039485471216272,0.0073235686975194475,0.0026737967914438505,0.036601307189542485,0.016034591500743888,0.012069030053456132,0.6253649626401291,0.7269579816308059,0.6658005207690774,0.0399162784324549,0.09914985519169006,0.1385479141043153,0.1192484410141306,0.016243095669374333,0.9190857885615251,0.9311229946524064,0.9223858015420108,0.004505001873030868,9220.0,9350.0,,,,,,0.21704950783361054,True,0.8711340618611415,adaptive,squared_loss,l1,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.7,lr,1317113,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10927944695559691,0.16072545340838024,0.13210812045922157,0.016851475605759364,0.6492890995260664,0.7406340057636888,0.6852861224081456,0.029956998375292244,0.18707328174783797,0.2641315519013361,0.22129645681754062,0.025170011693636883,0.6822738568686032,0.7719203115011175,0.7192800118345777,0.03242982525312571,0.11703274652254853,0.17438417101499787,0.1401690552497205,0.020645885249740172,0.6094661767884159,0.6897746967071057,0.6456839796125304,0.029107714717483593,9220.0,9350.0,balanced,0.1303911859606539,20000,elasticnet,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.3,lr,20459267,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10992243915485424,0.15982587064676618,0.13223076432715405,0.01631144861658077,0.6492890995260664,0.7406340057636888,0.6870488884728325,0.029851352307585413,0.18801463860933212,0.26291560102301786,0.2215867515692437,0.024444239559097043,0.6833426901227637,0.771451648942885,0.7196932277337575,0.03204345885913338,0.11734261145062538,0.17390932695203326,0.14016910934325139,0.020439212598833786,0.6122757726388589,0.6878249566724437,0.6456323958439526,0.02724023275674348,9220.0,9350.0,balanced,,20000,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.3,rf,7104401,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2634032634032634,0.3382104670793472,0.3024321668679199,0.02825212283768088,0.8659942363112392,0.8966480446927374,0.8842759554293517,0.010708504043236746,0.4067674586033118,0.4864427357345204,0.4497947406320709,0.030171555943242355,0.9219190189821744,0.9417989284048327,0.9303297148353039,0.007927599371699665,0.45213308191979146,0.5470860745531311,0.4882956330003922,0.03549999768423755,0.8233196455586773,0.8623644251626899,0.8414158223181104,0.01637708024354245,9209.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,True,balanced_subsample,entropy,275,8,8,479,,,,
,standard,1.0,sgd,5515999,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.08626560726447219,0.1255109401298389,0.0990319006172672,0.013648072330352607,0.4301675977653631,0.7521613832853026,0.5591790727110988,0.1360625708420958,0.14414414414414414,0.21512466515557388,0.16767507882213634,0.024780973289631424,0.5556255370970801,0.7113394796455798,0.621740386647971,0.053383843397915194,0.09099057885737014,0.13212480005318605,0.10260172876679581,0.015052146495797012,0.5306951871657754,0.6417765290685109,0.6012219181599041,0.04055102664723075,9220.0,9350.0,,,,,,0.0,False,0.7163543453401328,optimal,hinge,l2,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.3,rf,32223871,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9914285714285714,0.9968798751950078,0.993837048289325,0.0019192586907278383,1.0,1.0,1.0,0.0,0.9956958393113342,0.9984375,0.9969080700931527,0.0009653148928492531,0.9999999999999999,1.0,1.0,7.021666937153402e-17,1.0,1.0,1.0,0.0,0.9993500866551126,0.9997831743278404,0.9995464833259637,0.00014285258878427582,3092.0,3747.0,,,,,,,,,,,,,,,,,,,,,,,,False,balanced,gini,377,1,7,114,,,,
smote,minmax,0.1,nb,28116860,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09649122807017543,0.21179941002949854,0.16380676943936978,0.037663145372950554,0.06951026856240126,0.5706051873198847,0.4014024451818419,0.17878176847813176,0.08080808080808081,0.3005441607367099,0.22574793753444738,0.07632240780235917,0.7026402078631556,0.7820783235212911,0.7425855612615495,0.027580506322539982,0.11428919530925667,0.20243427575066358,0.1591618292298634,0.029087176247735456,0.768100280959585,0.8929411764705882,0.8163264709403603,0.04584280071273621,9183.0,9337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.7,lr,19678444,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.12491781722550953,0.20050761421319796,0.16314660125170263,0.027911986018750678,0.3001579778830964,0.569164265129683,0.44291488338612856,0.1141697572269372,0.1764159702878366,0.29654654654654655,0.23779414819973882,0.04617345674723968,0.6777508530932548,0.7749422314750871,0.7249449994630683,0.040013593952713346,0.11328480379355355,0.17917015131591904,0.14471117815402396,0.024788165552666736,0.7855594102341718,0.8102673796791444,0.7967837357991266,0.008569256718456299,9220.0,9350.0,,,20000,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,1.0,rf,25297704,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.18315918869084205,0.2807641048422923,0.22506341747795008,0.034494393429902674,0.9106628242074928,0.9415481832543444,0.9207330515753614,0.011135653328606639,0.3066632364291227,0.42920203735144313,0.36020242524389445,0.043311529442579655,0.8973704150095989,0.9243034867684257,0.9072282164790529,0.010366075514973323,0.3714358670130458,0.4400722724486064,0.4014535202094217,0.027623320659604395,0.711764705882353,0.8179159445407279,0.7574336854218127,0.037772116916728125,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,True,balanced_subsample,gini,45,5,9,449,,,,
random_under_bootstrap,minmax,1.0,xgb,6453263,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.1342523860021209,0.18301687763713081,0.15873529949792384,0.017584715272574773,1.0,1.0,1.0,0.0,0.23672400897531787,0.3094070441373161,0.27358218523979216,0.02623276236441969,0.9397938136812851,0.9504799186891292,0.9441690828402323,0.0049072711159403246,0.37937649227450254,0.4503358309627504,0.4149776876318006,0.030243254985422196,0.5634224598930482,0.6644280762564991,0.6098924014836132,0.035317238056402134,9172.0,9297.0,,,,,,,,,,,,3,0.7,aucpr,1.5,27,binary:logistic,28,14492,,,,,,,,,,,,,,,
random_under,minmax,1.0,svm,21168987,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10902047592695074,0.15828360329639102,0.13402917258335614,0.017102846653466345,0.6224328593996841,0.8025936599423631,0.7069906931106474,0.05753154654314871,0.18554273604897575,0.26441965345359597,0.22523320412304465,0.026946866313573684,0.7014312248894997,0.7785063958853554,0.736470624581148,0.02834055245396415,0.12228372119900746,0.17012893488844844,0.14588820026482852,0.018421176539815717,0.6235141560406311,0.6647505422993493,0.643999398990918,0.017330637146919316,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,1.35,linear,25000,False,,,,,,,,,,,
