uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,RidgeClassifier_alpha,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,SVC_degree
adasyn,standard,0.5,xgb,17814883,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.19003302311618134,0.2542124542124542,0.21873381216028678,0.024363515219102242,1.0,1.0,1.0,0.0,0.3193743693239153,0.4053738317757009,0.3583006499636555,0.03261291307556195,0.9784725957304248,0.9841563605897284,0.9818477567627433,0.0019897661654319364,0.7385517072513336,0.7962330831231954,0.764128601307905,0.022207188940917305,0.7070456019018803,0.7794627383015598,0.7366643074494063,0.0287810339967623,9212.0,9341.0,,,,,,,,,,,,,,,,,,,,3,0.3,aucpr,3,6,binary:logistic,66,8581,,,,,,,,
adasyn,standard,1.0,knn,3576125,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.18344060854300762,0.22315653298835705,0.20471352732594444,0.014474238161117856,0.990521327014218,0.9971181556195965,0.9933799060665468,0.0025146808443981547,0.3095531967415453,0.36450079239302696,0.3392424541167785,0.020083779870854825,0.9568797593669315,0.9659552864979952,0.9634201038252131,0.0033432847944134454,0.7409026965791561,0.7824875384567143,0.7684502583289431,0.014734624388982992,0.700855614973262,0.7393847487001733,0.7173548918092338,0.013494113450190349,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,minkowski,17,uniform,,,,,
,minmax,0.5,lr,21813446,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10939989378651088,0.15830235439900867,0.13066834116451664,0.015965642983443013,0.65086887835703,0.7363112391930836,0.6826198160762846,0.029116598195091107,0.18731529893157534,0.2605813360530342,0.21915765848582947,0.023913677793115044,0.6796449589151882,0.7674262476685009,0.7160301334112189,0.032044152464105274,0.11610392731955403,0.17116445223362342,0.1382708253718491,0.019857550369355364,0.6096822995461422,0.6858752166377816,0.6429309346239788,0.027578619683486367,9220.0,9350.0,balanced,,20000,none,lbfgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.1,rf,20336984,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.7130977130977131,0.8760563380281691,0.7928454251311458,0.059692691066019335,0.9826224328593997,0.9884726224783862,0.9857517737966607,0.0021368010862400522,0.8285024154589373,0.9262844378257633,0.8775633542488261,0.03638150621708279,0.9952357967931285,0.9986969588396664,0.9969310932946609,0.0014212766113763221,0.9428090312127385,0.9803468997654845,0.9615114312282685,0.01530275695415714,0.9692374350086655,0.9894117647058823,0.979423270838763,0.007501589440476091,7292.0,7993.0,,,,,,,True,balanced,gini,445,4,7,203,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.5,knn,1808202,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.37344913151364767,0.40586034912718205,0.3904341422941506,0.010673395193357362,0.9022346368715084,0.9514866979655712,0.934148485477689,0.018207176215571788,0.53630289532294,0.566579634464752,0.5505202255988242,0.009850880944228424,0.9701422722734119,0.9829226833205276,0.977938725221479,0.004553069240677843,0.838720789259767,0.8981933755188687,0.8740283347320978,0.0209375699355846,0.8843743246163821,0.8921143847487002,0.8888532085646524,0.0028589792852859418,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,6,uniform,,,,,
smote,minmax,0.3,rf,24612008,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.27925045703839124,0.3923076923076923,0.33895759094071554,0.04197641284913401,0.946685878962536,0.9687010954616588,0.9582541029633147,0.00786206350599366,0.43317972350230416,0.5562080536912751,0.4992070054794989,0.045917642905394594,0.9398818100087547,0.959999927084672,0.9545133650299829,0.007471450756091126,0.5397801017001135,0.6529209980998172,0.6134994588493001,0.040944077435184606,0.8252647503782148,0.8853986135181976,0.8577015291748855,0.02536288614509821,8743.0,9144.0,,,,,,,False,balanced,gini,13,9,7,438,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.5,knn,19061752,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.3052073288331726,0.3370568237008256,0.3262624008532254,0.012304376163476441,1.0,1.0,1.0,0.0,0.46767639453269305,0.5041772611696331,0.49187205451828264,0.014091944898169196,0.9992962702322309,0.9995984857175634,0.9994047973676485,0.00010416746080797235,0.9915014164305949,0.99453125,0.992592350148594,0.0010214995216517161,0.8456883509833586,0.8523417172593235,0.8494285723505474,0.002994709166287943,5772.0,6570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,11,distance,,,,,
random_under_bootstrap,standard,0.3,nb,8042368,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10681916271040139,0.17223011363636365,0.13584492946932605,0.021803195305951227,0.5633802816901409,0.8371757925072046,0.7377312855209202,0.09858288819525499,0.1879627871653693,0.2763532763532764,0.22736934527024982,0.028467067690683558,0.6991843397287462,0.7817710010443226,0.7423620280889629,0.028220627736290523,0.11274005744982804,0.20203702592177056,0.1586369191477729,0.02897923418625111,0.5425668449197861,0.7388334778837814,0.6245339676259423,0.08798656475320799,9181.0,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.7,svm,17118003,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6431779051973134,0.7250759952286541,0.6898015420750537,0.030648271190747593,0.15346087712755488,0.21157924057554656,0.17340960907251873,0.021039371989792062,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9210.0,9343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,rbf,25000,False,
random_under,standard,0.8,rf,5882379,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.2011776251226693,0.3008968609865471,0.2496033062707539,0.03761266619087114,0.9654178674351584,0.9715639810426541,0.9686424249252568,0.002290445586277312,0.33333333333333337,0.45896032831737354,0.39542228775459665,0.04726188616699003,0.9244368424648609,0.9419760103186658,0.9335690867482768,0.007041582157052404,0.4217090882811828,0.5079390895323376,0.4719310112422245,0.032634390402047034,0.7368983957219252,0.8286395147313691,0.7804190541891758,0.03493501462740938,7791.0,8629.0,,,,,,,False,balanced_subsample,gini,25,5,9,34,,,,,,,,,,,,,,,,,,,,,,
,standard,0.3,lr,18132302,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.2,0.09357142857142857,0.08031824455354628,0.0,0.001564945226917058,0.0008893579214641033,0.0007275684871305557,0.0,0.0030959752321981426,0.0017612416820484956,0.0014407399178833409,0.6291833012828703,0.6625619143612926,0.6452441406753984,0.012059043072629028,0.09828647519982785,0.12029206794590483,0.11014391956013714,0.008083417857883085,0.9223038685973634,0.932192513368984,0.9266517525353212,0.003827479416756697,9220.0,9350.0,,,20000,none,lbfgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.8,sgd,9235947,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.05154639175257732,0.08391987005955603,0.06898327050744114,0.01086641539901027,0.04888268156424581,0.8575899843505478,0.4273858325624288,0.2796939328105769,0.050179211469534045,0.13509977101733725,0.1095596067956586,0.030462059670304256,0.44725387203177647,0.543944111676608,0.49011446613210674,0.032080623325464894,0.06072341896982259,0.07471535839399153,0.06937248493865354,0.005858217034159097,0.16012575888985256,0.8568186730062676,0.5506268340992327,0.2485769538598436,9220.0,9350.0,,,,,,,,,,,,,,1.6310752026634507,False,0.10345897747473354,constant,squared_hinge,l2,,,,,,,,,,,,,,,,
,minmax,0.1,sgd,3327427,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45274591005463893,0.5603581621956917,0.49578485494796193,0.0398357893936979,0.05732175677437202,0.08276663170567464,0.06786019895774642,0.008385882577213498,0.9220877458396369,0.9322994652406417,0.9268249581354866,0.0038607788110749507,9220.0,9350.0,,,,,,,,,,,,,,0.09928258429167802,False,0.8663240179619351,invscaling,squared_hinge,elasticnet,,,,,,,,,,,,,,,,
smote,minmax,0.1,svm,4721211,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659168833720168,0.7647734184452891,0.7162108238847766,0.03525065497308998,0.16002940767703439,0.24167167059660039,0.19850204699771998,0.02616172767242694,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9211.0,9343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,rbf,25000,False,
,standard,0.1,knn,26180807,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,minkowski,6,distance,,,,,
adasyn,minmax,0.7,knn,584866,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chebyshev,1,distance,,,,,
adasyn,standard,0.3,ridge,28070997,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.14285714285714285,0.09134920634920635,0.05674486623289694,0.0,0.009389671361502348,0.005327292699682821,0.003869573070726346,0.0,0.017467248908296942,0.010037523635143606,0.007241737663834409,0.6378141819810249,0.6718162167708627,0.6567081053346772,0.015227832029020555,0.10004691507964945,0.12649429022757824,0.1137183545379987,0.009968273125472599,0.9206829479144154,0.9301604278074866,0.9242301456255261,0.0036576457818013643,9220.0,9350.0,,,,,,4.983316205581192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.1,ridge,4949828,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.2,0.04,0.08,0.0,0.001440922190201729,0.0002881844380403458,0.0005763688760806915,0.0,0.002861230329041488,0.0005722460658082976,0.0011444921316165952,0.6375354805529274,0.6685524554407722,0.6551866904413343,0.014394337095281097,0.09984450882478697,0.12740987416720811,0.11462472890753721,0.010321763963965934,0.9226280527339529,0.9320855614973262,0.9268252474311979,0.0037096877802519903,9220.0,9350.0,,,,,,0.8708452519608773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.3,svm,16529998,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.36,0.6666666666666666,0.4377407407407407,0.11607754846013837,0.003129890453834116,0.02881844380403458,0.013921502079570902,0.011092267224108589,0.006230529595015576,0.053475935828877004,0.026238040069865288,0.02036631612798528,0.6629056078070832,0.7359913159341049,0.7035281854775245,0.02688853537330706,0.12766985013019633,0.19120454705715886,0.1639070617918387,0.023226912139490664,0.9224119299762265,0.9320855614973262,0.9263701479010887,0.004185548260960827,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,poly,25000,False,3
random_under_bootstrap,minmax,0.7,nb,7624951,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09161490683229814,0.1375996249413971,0.11456688536417788,0.015315254906905506,0.8075117370892019,0.9320695102685624,0.8844174649980932,0.049100937968020474,0.1668316131768698,0.23669354838709677,0.2021868238527623,0.023024327906426736,0.7012045066013805,0.7800942286830261,0.7421419693629722,0.028055811401166815,0.11296797895972766,0.2005868107673573,0.15866234578397273,0.029255874474510245,0.36973262032085563,0.5899046793760832,0.480715723366098,0.09210392481806959,9193.0,9337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,1.0,svm,18217367,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.07435183201199914,0.09370388588293163,0.08506468106197637,0.00624850274003805,0.5279329608938548,0.5821596244131455,0.5477934964605378,0.019162722933235482,0.1309433962264151,0.16008403361344536,0.14715565879557646,0.009495424775109142,0.5273800597002425,0.5709710715209104,0.5446287345496784,0.01718637350174358,0.06727730829721523,0.08558223139358627,0.0765807966166716,0.005822124386152742,0.507379679144385,0.5669410745233969,0.5362682745501136,0.019787930876439527,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,sigmoid,25000,False,
random_over,minmax,0.3,lr,23184679,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.07894736842105263,0.1794871794871795,0.1256412210359579,0.03941933167757759,0.004189944134078212,0.02190923317683881,0.013660498149810596,0.0076539230454075,0.00796812749003984,0.0380952380952381,0.024424600496054282,0.013258814533351614,0.6362171863336172,0.6875159905572173,0.6610347078639912,0.01967478831676871,0.09947483368479887,0.13159526274969505,0.11527271773910983,0.011122189397742217,0.9183275563258232,0.9288770053475935,0.921828138677434,0.003927530525103019,9220.0,9350.0,,,20000,none,lbfgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.1,knn,8507673,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.46875,0.5714285714285714,0.522227723826561,0.037822786384013325,0.01263823064770932,0.0345821325648415,0.023254552391330827,0.007927264302343145,0.02465331278890601,0.06512890094979648,0.04432526247880321,0.014582189056404408,0.8379918414037614,0.8739248776279362,0.8532723980265388,0.013778473905393203,0.25845430771414696,0.3467270659388453,0.2985533548899006,0.03259432596737146,0.9229522368705425,0.9322994652406417,0.9271930465048339,0.0035731542071489844,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,20,uniform,,,,,
smote,standard,0.5,xgb,22243009,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9144.0,9293.0,,,,,,,,,,,,,,,,,,,,0,0.7,aucpr,1.5,53,binary:logistic,53,25988,,,,,,,,
random_over,minmax,1.0,rf,23933947,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9886039886039886,0.99860529986053,0.9945346980004522,0.00484282873872543,1.0,1.0,1.0,0.0,0.994269340974212,0.9993021632937892,0.9972539436861609,0.002437129564108689,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9991323210412147,0.9998930481283422,0.9995884687656196,0.0003719831053990838,4967.0,5971.0,,,,,,,True,,entropy,421,2,4,383,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.5,lr,16997724,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11099137931034483,0.1627108057464085,0.13350917830003922,0.016944954397786784,0.65086887835703,0.7507204610951008,0.6908549570519918,0.03277292533595121,0.18964326812428078,0.26745379876796715,0.22358244849870396,0.02545007989982677,0.6853557084921698,0.7735232488356849,0.7218030989119363,0.03201782517168799,0.11804055551001126,0.1753384162149342,0.14128345317340704,0.020728478232792148,0.6128160795331749,0.6908578856152513,0.647661318898947,0.027723469775485975,9220.0,9350.0,balanced,0.34566384476236556,20000,elasticnet,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,sgd,29892268,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.03221997300944669,0.09951117318435754,0.07991375384111407,0.02423439075415642,0.27521613832853026,0.8213256484149856,0.5373383316704087,0.2071053344083867,0.057686499546964656,0.17751479289940827,0.13779687931906442,0.042035079801423125,0.2832470265158036,0.6612036347879109,0.5417422335516082,0.13408737470935658,0.048070548975040074,0.12377448611968567,0.09050175811433299,0.02460998378949556,0.3240901213171577,0.7123807458803122,0.4971457233358965,0.13585650418794445,9220.0,9350.0,,,,,,,,,,,,,,1.4332696533315603,True,0.725288058156401,constant,squared_loss,elasticnet,,,,,,,,,,,,,,,,
smote,minmax,0.3,rf,3934247,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.7719688542825361,0.8743093922651933,0.8194578209992329,0.03602406131024789,1.0,1.0,1.0,0.0,0.8713119899560579,0.9329403095062637,0.9003424528279911,0.021669694426709192,0.9998575616855786,0.9999512492250168,0.9999041099959702,3.873882213742059e-05,0.9983019705630569,0.9993261893407986,0.998830619377513,0.00043254864597241,0.9777946273830156,0.9902673796791444,0.9836677165354253,0.004255347928128509,6675.0,7204.0,,,,,,,False,balanced,entropy,457,4,3,453,,,,,,,,,,,,,,,,,,,,,,
,standard,0.3,lr,30220051,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10939989378651088,0.15846487155679356,0.13076754749775307,0.01601098181764456,0.65086887835703,0.7377521613832853,0.683475514561304,0.029430486069056024,0.18731529893157534,0.26089171974522296,0.21934316820849814,0.024001250539471695,0.6794341039925356,0.7673263383294754,0.7158668610656264,0.03208830090755348,0.11604846726255642,0.1711346542060905,0.13820074537897145,0.01986038219273511,0.6095742381672791,0.6857668977469671,0.64286595718932,0.027581070216027456,9220.0,9350.0,balanced,,20000,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.5,sgd,6051594,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.14695153725898905,0.08920296763445128,0.04840830216290679,0.0,0.8126801152737753,0.5683255165621736,0.29175535023349464,0.0,0.24889673433362752,0.15384520996530768,0.0824784649262977,0.5,0.7749569140975453,0.6350801715362264,0.08898536214479194,0.09104392605447491,0.5376355748373102,0.20027327697296796,0.17157719699638416,0.4829791847354727,0.9247288503253797,0.6349144946072067,0.15238655520155225,1.0,9350.0,,,,,,,,,,,,,,0.0,False,0.8470421404690478,optimal,squared_hinge,l1,,,,,,,,,,,,,,,,
