uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose
random_under,minmax,0.1,sgd,27174037,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63369854256554,0.666386346713759,0.6527619628055323,0.015055066604536394,0.09961603232197377,0.12660519007321017,0.11434121776145231,0.01012359589002798,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,0.7451077877950592,True,0.9409931584377546,adaptive,huber,l2,,,,,,,,,
random_under_bootstrap,minmax,1.0,xgb,29872550,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.13119170984455958,0.1849187316813216,0.15741173727575383,0.01923181210718198,1.0,1.0,1.0,0.0,0.23195309637229752,0.31212053069485046,0.2715295015742703,0.028707207795397954,0.9519976973597608,0.9560554812730652,0.9547029970342219,0.0015244414306514608,0.44991879843963034,0.5016394033730367,0.4787627008121178,0.01928137535483546,0.5516577540106952,0.6686525129982669,0.6049227239326538,0.04134924115748032,9208.0,9335.0,,1.5,0.1,error,0.5,29,binary:logistic,24,54705,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.7,ridge,11318174,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11986301369863013,0.20978502594514456,0.15904021382203518,0.031765742921284854,0.16587677725118483,0.40778097982708933,0.2539023309986387,0.08948356648882651,0.13916500994035785,0.27704356338717573,0.19410627994176527,0.04925930946630386,0.6624354981033411,0.7558615416752014,0.7093114457099402,0.03566579977640541,0.10555062133340926,0.1703587978006327,0.13705052739222343,0.022814455085888398,0.8398047722342733,0.8610695187165776,0.8507030992410964,0.008135110970698746,9220.0,9350.0,4.601678133996325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,rf,18496775,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.5469879518072289,0.6104347826086957,0.5817185895684043,0.020750620902201432,0.9798270893371758,0.9874804381846636,0.9823289798565836,0.002740469634334626,0.7024239298607529,0.7524115755627011,0.7304983968477978,0.016466442089887724,0.984078874519101,0.9885548041170301,0.9857325785684783,0.001643451625178005,0.7666341455574099,0.8349334744013931,0.8112098285515847,0.024162682636056768,0.9375,0.9529411764705882,0.9470014097281505,0.005487184509923231,7338.0,8190.0,,,,,,,,,,,,,True,balanced,gini,37,4,9,131,,,,,,,,,,,,,,,
,standard,0.7,svm,7704491,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749079216123767,0.7609886771665981,0.7152542064867351,0.0335380865427794,0.1770898651754986,0.25781330818595005,0.20990509105315694,0.029224060912739203,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9209.0,9337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,rbf,25000,False
random_under,standard,0.8,rf,17158213,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.1926575698505523,0.29010695187165775,0.23815765388532967,0.037282298879973634,0.9265129682997119,0.9405320813771518,0.9352503568318168,0.004801012819386873,0.3195904068984101,0.4431586113002042,0.37810601021644036,0.04688921182003061,0.9040738793528869,0.9316621808723571,0.9167771845667472,0.011128855468564668,0.36177411730757764,0.4906771997776027,0.433860029204063,0.048460416654182034,0.7299465240641712,0.8227902946273831,0.7715836125401853,0.03736797783989566,9131.0,9342.0,,,,,,,,,,,,,False,balanced_subsample,entropy,387,8,9,451,,,,,,,,,,,,,,,
smote,minmax,0.3,ridge,13071826,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.045454545454545456,0.15217391304347827,0.10575232793426022,0.03941622330626316,0.0013966480446927375,0.012519561815336464,0.006873366760875456,0.004149698914095965,0.002710027100271003,0.022955523672883785,0.012844558690938507,0.007592886610359854,0.6388959417426426,0.6707177203389086,0.6573612530779597,0.014347338229329347,0.10064239621571067,0.1263141701498927,0.11407273918171146,0.009621443645729552,0.920466825156689,0.9299465240641711,0.9238188735479087,0.003673811615684007,9220.0,9350.0,0.8425555229006665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,lr,29409149,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11043108036189463,0.16084356310985207,0.13174322117472562,0.01657003932819607,0.655608214849921,0.7363112391930836,0.6844658961254289,0.028190689462214338,0.1890230015941699,0.2640144665461121,0.22074037947426167,0.024652352245324322,0.680869520552875,0.768528794479064,0.7171036860925918,0.03179592804813156,0.11625619952398367,0.17048607308688724,0.13833347240184063,0.01951099059741114,0.6122757726388589,0.6913994800693241,0.6450709233496907,0.028403130845544206,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,balanced,0.4651515656893248,20000,elasticnet,saga,,,,
random_under_bootstrap,minmax,0.7,lr,10869534,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.1016260162601626,0.20107719928186715,0.1470468323139588,0.03245794324996688,0.19747235387045814,0.6009389671361502,0.376922616462523,0.1457588182071243,0.13419216317767044,0.2841437632135307,0.20891951295246955,0.05222789879439676,0.6286127903548132,0.7690347542736558,0.6966706131462872,0.05059939573616952,0.09911414291223278,0.1759686340163638,0.13216136747423485,0.0258635476718353,0.7484822202948829,0.8274866310160428,0.799631648127382,0.027847316640615665,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,l1,saga,,,,
random_under_bootstrap,standard,0.1,nb,27668340,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.12029459901800327,0.21049493142516398,0.1760751313836396,0.03065368147859467,0.1564945226917058,0.5086455331412104,0.35844409466460775,0.14017675072583807,0.15849056603773584,0.2977646562631801,0.22770589506236708,0.0538520810686578,0.6993969221044168,0.7815748108304423,0.7415655707277209,0.027999456150572772,0.1120634217288772,0.20136129380968654,0.15696335648237253,0.02910139483184284,0.7997830802603036,0.896357328707719,0.8300657662264683,0.035342659776723316,9178.0,9337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,rf,19886275,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,1.0000000000000002,1.0,1.1102230246251565e-16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,299.0,645.0,,,,,,,,,,,,,False,,entropy,39,1,3,399,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.7,knn,27392772,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.19911921988046555,0.2535622944830106,0.23183702053917984,0.019755009071942567,1.0,1.0,1.0,0.0,0.33210912906610707,0.40454677936461675,0.37598724959605845,0.02627541466842359,0.9942528735632185,0.9986807387862796,0.9969485331042721,0.0016276879108153,0.9381313131313131,0.9824695121951219,0.9652974721774312,0.016311856181327623,0.7277005347593583,0.7787045060658578,0.7570839068854425,0.01820301191455066,6389.0,7298.0,,,,,,,,,,euclidean,10,distance,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.3,lr,13133720,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0392156862745098,0.14285714285714285,0.10145884383302346,0.03812459475552246,0.002793296089385475,0.03755868544600939,0.014177812162231008,0.013030894113536477,0.0052151238591916565,0.05818181818181819,0.023629934584458768,0.019856984506696783,0.6312480506486119,0.7377392420269367,0.6831442281101123,0.04130710900575943,0.09892787721653262,0.15073344458624305,0.1256981750768042,0.0188469724409469,0.9157632263660017,0.9299465240641711,0.9201140388849158,0.005335503328981665,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,l1,saga,,,,
adasyn,standard,0.7,nb,23730603,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0968476357267951,0.12813429664258394,0.11168677565247023,0.010342643376352847,0.8685446009389671,0.9008379888268156,0.8813378088191213,0.013714154678690436,0.17436544221976982,0.22333333333333333,0.1980730010136703,0.016215790564127624,0.6939520585966191,0.7773894196009972,0.7357761205613269,0.028955682214872408,0.10971178744646712,0.1989049137878084,0.1545257629570928,0.029494783903371773,0.42349254376485845,0.5457105719237435,0.47665714499085166,0.042978001909374126,9182.0,9336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.8,xgb,20467035,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9760900140646976,0.988950276243094,0.9837765653973609,0.004862246564935456,1.0,1.0,1.0,0.0,0.9879003558718862,0.9944444444444445,0.9918158804617558,0.0024741566997523233,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17,0.9981585788561526,0.9991355089690944,0.9987891560227629,0.00039796086997398515,9197.0,9329.0,,1,0.3,error,3,36,binary:logistic,78,20317,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.8,xgb,32595679,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9131578947368421,0.966412213740458,0.9453759045906173,0.02177027065542446,1.0,1.0,1.0,0.0,0.9546079779917469,0.9829192546583851,0.9717916001403545,0.011568459074387106,0.9999999999999999,1.0,1.0,4.965068306494546e-17,1.0,1.0,1.0,0.0,0.9928509532062392,0.9976470588235294,0.995694349118633,0.0019291637344677458,9206.0,9341.0,,1.5,0.1,error,1.5,35,binary:logistic,58,7550,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,1.0,knn,21653124,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,chebyshev,16,distance,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,1.0,knn,2619888,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,chebyshev,22,distance,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.3,lr,1842852,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11084076777507434,0.16364205256570713,0.13378973876299896,0.017218730833430545,0.6477093206951027,0.7536023054755043,0.6911035486119687,0.034461005917430836,0.18928901200369344,0.26889460154241646,0.22399236833869604,0.025910336592098657,0.6862518010183851,0.7743669089468138,0.7227107578943205,0.03196511468179389,0.11832847311694569,0.17593167706985816,0.14176032934444144,0.0208476096140058,0.6144370002161228,0.6919410745233969,0.6483512326111958,0.02752149259897208,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,20000,l2,saga,,,,
