uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,RidgeClassifier_alpha,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators
,minmax,1.0,nb,18842750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.14285714285714285,0.23205741626794257,0.18609112692483434,0.0291854182941015,0.02843601895734597,0.4783861671469741,0.2891743168720334,0.16636334835150976,0.04743083003952569,0.29876796714579057,0.20567888300053178,0.08815681383798908,0.7005602352070848,0.7811126457545619,0.7410883245637329,0.027868124841598216,0.1132479093181952,0.2008867418713866,0.15771001397471543,0.02894205910953202,0.8039045553145336,0.9226737967914439,0.8585978666707683,0.04442151820168572,9187.0,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.5,knn,16055709,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,minkowski,3,distance,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.5,lr,7475231,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10869565217391304,0.15928659286592867,0.12994853436827392,0.01658016087346009,0.6635071090047393,0.7463976945244957,0.6932538610966159,0.02853103114197691,0.1867911941294196,0.262544348707552,0.2186537047230504,0.02482443177641888,0.6791025268566029,0.7690815023934362,0.7153878686725135,0.03298493282926355,0.11513948988142654,0.17003451735733777,0.13724992032179634,0.01985324341886259,0.6036308623298033,0.6847920277296361,0.6360198069754415,0.02935672141958581,9220.0,9350.0,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,,
adasyn,standard,0.3,lr,6268418,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.027777777777777776,0.19672131147540983,0.11516802518289052,0.05857040882857464,0.001579778830963665,0.01729106628242075,0.010945736558215308,0.007180473275055942,0.002989536621823617,0.031788079470198675,0.01984070777432568,0.012844741909006375,0.6377235671576359,0.6882575473742408,0.6626035066625885,0.02025619747956287,0.1000509858729175,0.13109694974000224,0.11527372437666546,0.010817176486300985,0.9189774696707106,0.9286631016042781,0.9225220124360465,0.0035135558250520642,9220.0,9350.0,,,,,,,,,,,,,,,,,20000,none,lbfgs,,,,,,,,,,,,,,,
smote,standard,0.8,xgb,11509529,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9985611510791367,1.0,0.9997122302158274,0.000575539568345329,1.0,1.0,1.0,0.0,0.9992800575953923,1.0,0.9998560115190784,0.00028797696184308387,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17,0.9998915401301518,1.0,0.9999783080260304,4.338394793927947e-05,9171.0,9319.0,,,,,,,,,,,,,,,,,,,,1.5,0.7,error,0.5,52,binary:logistic,61,45963,,,,,,,
smote,minmax,0.7,xgb,26535292,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.1392432908051034,0.18645889306824287,0.16194067774169393,0.016049824618427553,1.0,1.0,1.0,0.0,0.24444873527708053,0.3143115942028985,0.2784138583548449,0.02373866156768135,0.9171968302076422,0.9427440167469654,0.931047233650115,0.010149272042074048,0.3965299828777529,0.529058003318286,0.4603971974470474,0.04762764943961652,0.5814973262032086,0.6720103986135182,0.6197757944567461,0.03189667008192099,9202.0,9334.0,,,,,,,,,,,,,,,,,,,,3,0.3,error,0.0,4,binary:logistic,44,30267,,,,,,,
random_over,standard,1.0,xgb,6549829,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9679218967921897,0.9835164835164835,0.9754153375454665,0.004945591661797202,1.0,1.0,1.0,0.0,0.9836995038979447,0.9916897506925207,0.9875483437955118,0.002533619413071255,1.0,1.0,1.0,0.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17,0.9975054229934924,0.9987032634536417,0.9981626222177343,0.0003907184371796917,9186.0,9336.0,,,,,,,,,,,,,,,,,,,,3,0.7,error,1,22,binary:logistic,22,31652,,,,,,,
adasyn,minmax,0.3,knn,10149917,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.41450777202072536,0.4567404426559356,0.4401489308718188,0.02006652345188438,0.6340782122905028,0.7511737089201878,0.7197859055919157,0.04329502228274529,0.5309941520467836,0.5643564356435644,0.5451239601072554,0.014902611416262066,0.9311561131242385,0.9464788877390314,0.9411745143845339,0.00526179735518589,0.5492514741261781,0.6327362154252897,0.5982391837876355,0.0297698874222539,0.9092584562012143,0.91421143847487,0.9126410850293789,0.0018464340125963288,9.0,9.0,,,,,,,,chebyshev,8,uniform,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.8,sgd,19202824,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.04048582995951417,0.10074304475548644,0.07262422316350757,0.02271621487040301,0.15363128491620112,0.840057636887608,0.4336254400086042,0.306562827398315,0.06408389163996506,0.17991050763771022,0.12037334385146203,0.044005167573426686,0.3983680908616229,0.6507697744546671,0.5184267896817912,0.09211020272544881,0.0585184130754132,0.11584303882233188,0.0816847598062921,0.022779393709542708,0.37049891540130153,0.7714657415437988,0.5901840399464584,0.1628760614925742,9220.0,9350.0,,0.0,False,0.6508908847167001,optimal,perceptron,l2,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,nb,27908983,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11532663316582914,0.1548329355608592,0.13141219272820837,0.013353709485015975,0.7230046948356808,0.8226256983240223,0.7656771528360189,0.0423650034816311,0.19900281812269674,0.25654967869500744,0.22396847825738248,0.019322419822677638,0.69750796549605,0.7794315698659934,0.7389910163119741,0.028257902743124157,0.11132185122521512,0.19888191230182034,0.15546928880728755,0.028890570513323742,0.5364166846768965,0.6741767764298093,0.6100106594985955,0.04599528288064281,9180.0,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.7,ridge,11697043,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.1041028781383956,0.1393643031784841,0.12339932800027734,0.012888305028001736,0.23044692737430167,0.3285302593659942,0.289051999898001,0.035363806035847524,0.1500441306266549,0.19570815450643775,0.1726990965463439,0.01822254874519901,0.6409460115069952,0.675753016013172,0.6602130348951738,0.014540656843739022,0.10048640224457683,0.12666979270214526,0.11407510754266155,0.009750305413986811,0.7940106951871658,0.8045169656364816,0.7987127728087682,0.0035614999482732135,9220.0,9350.0,2.9194729300006617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.7,xgb,19737069,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.7618002195389681,0.8220779220779221,0.7896784935510761,0.022305283422759854,1.0,1.0,1.0,0.0,0.864797507788162,0.9023521026372059,0.8823078451486162,0.013881132723853887,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9764948006932409,0.9853475935828877,0.9804530741963887,0.003015160039867989,9217.0,9343.0,,,,,,,,,,,,,,,,,,,,1,0.1,error,0.5,22,binary:logistic,27,51059,,,,,,,
random_over,standard,0.8,nb,28003946,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09434276206322795,0.12797305830351505,0.1105728275682059,0.01099199729660597,0.8760806916426513,0.9273743016759777,0.9018399656025935,0.01807623255859414,0.17070600632244468,0.22332415059687785,0.19676874693865265,0.017221041980183833,0.7007128305696719,0.7812339883470607,0.7409733931624811,0.027815474213928822,0.11261583935503847,0.20202990186108394,0.1576071955702199,0.029455894012571964,0.40263669764426196,0.541919410745234,0.4592731816574241,0.050464444538240526,9184.0,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.3,lr,4079298,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.25,0.10833333333333332,0.09718253158075499,0.0,0.001564945226917058,0.0008893579214641033,0.0007275684871305557,0.0,0.0031007751937984496,0.001763021511139056,0.0014422560805812691,0.6320064967203778,0.6632774743605084,0.6485396719842275,0.011832402534822999,0.09826391590176972,0.1212471272889708,0.11160182646128972,0.008529788178265859,0.9223038685973634,0.932192513368984,0.9266951270765068,0.0038350980194349423,9220.0,9350.0,,,,,,,,,,,,,,,,,20000,l1,saga,,,,,,,,,,,,,,,
smote,standard,0.7,nb,21067051,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09855124306921839,0.13564740808403744,0.1147902759564001,0.012283733797526663,0.8559077809798271,0.8904899135446686,0.8744207285044212,0.013143598431703018,0.1770565552699229,0.23418095801301003,0.2026726329114493,0.01890525327653164,0.6980380622128756,0.7824184709415712,0.7401740456855221,0.02910404575688056,0.11199929915609483,0.20749403102485123,0.1594568752089235,0.03139235129622461,0.44045818024637995,0.579181109185442,0.49427920698738204,0.04894971564956318,9184.0,9336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,xgb,4111169,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.18546733079402286,0.2575139146567718,0.21989034424042475,0.027498306366062104,1.0,1.0,1.0,0.0,0.3129016312407316,0.40956034228385957,0.3596774271329186,0.03686675302877351,0.9551345606805917,0.963201473573629,0.9588319871415842,0.0028542063310104055,0.45494775536831267,0.5434357667139533,0.49346601625264785,0.032152407987934825,0.7026737967914438,0.7832538994800693,0.7376568836923525,0.03171813153769434,9214.0,9343.0,,,,,,,,,,,,,,,,,,,,1.5,0.3,aucpr,0.5,25,binary:logistic,5,2777,,,,,,,
random_under_bootstrap,standard,0.7,knn,13448656,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.20672762900065317,0.2556169429097606,0.23756100137857725,0.01845984916739928,1.0,1.0,1.0,0.0,0.3426251691474966,0.4071575242006454,0.3835550525216912,0.02433687768399539,0.9973647224174279,0.9986807387862796,0.9980856837512297,0.0004864017360834473,0.9704336399474376,0.9824695121951219,0.9770851111561217,0.0044554812036726055,0.7402139037433155,0.7810875216637782,0.7650223269344416,0.01501629235266738,6340.0,7103.0,,,,,,,,chebyshev,10,distance,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,1.0,rf,16934992,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.7432578209277239,0.8362183754993342,0.7905218504651712,0.03415022922567278,0.9818435754189944,0.9927953890489913,0.9888764198479698,0.004040476459267265,0.8500925354719309,0.907514450867052,0.8782128659698026,0.020740569384640407,0.9988946883534799,0.9996076378147257,0.9992132498985266,0.0002620268736356581,0.9908588501855888,0.9956247736487999,0.9930322330865108,0.0018594369105411283,0.9736785095320624,0.9863101604278075,0.9798001881260591,0.004448622930444452,7354.0,7937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,balanced_subsample,gini,49,5,8,309
,minmax,0.7,lr,5493756,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10989304812834225,0.15982587064676618,0.13222488612185165,0.016319490188580518,0.6492890995260664,0.7406340057636888,0.6870488884728325,0.029851352307585413,0.18797164418019666,0.26291560102301786,0.22157815268341663,0.02445605260295512,0.6833390913575983,0.7714511426455588,0.7196919235205889,0.0320443893861165,0.11734203140084717,0.17390948213241914,0.14016888772818575,0.020439982282711256,0.6122757726388589,0.6878249566724437,0.645611005469621,0.02726013494968117,9220.0,9350.0,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.1,svm,26310137,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3835894017627483,0.6583727303964861,0.484285542741278,0.09857698406173443,0.04964536003481777,0.1083847241111108,0.07189529171217039,0.020623226361547554,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9220.0,9350.0,,,,,,,,,,,0.09,linear,25000,False,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,lr,5201750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.11320754716981132,0.2140077821011673,0.16359691616346295,0.03196212588131116,0.05027932960893855,0.1585014409221902,0.11080440292552751,0.04106182557619599,0.06963249516441006,0.18211920529801323,0.13029964174351577,0.039595641650534,0.6547519731047922,0.7424308549741687,0.6907759391707569,0.03240959105328425,0.10652801508654548,0.15981717562805048,0.1278580159989494,0.01843592468141345,0.8817787418655098,0.9103743315508022,0.8952253849327635,0.009122379089369723,9220.0,9350.0,,,,,,,,,,,,,,,,0.0008749638242891988,20000,elasticnet,saga,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.1,sgd,4670396,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.0196078431372549,0.08482328482328483,0.05824413001333005,0.031220216119176934,0.02881844380403458,0.29394812680115273,0.1141696334224029,0.09361466510538984,0.02333722287047841,0.13165537270087127,0.07220162166561794,0.04057327645136785,0.3176233613419337,0.5839780030386664,0.47286005908433354,0.11581576335128997,0.04606428723590312,0.0926151873361129,0.07124850814799324,0.018969176658005196,0.7081344902386117,0.8614653122973849,0.7966473472629241,0.06286856935188961,9220.0,9350.0,,0.07783490692732098,True,0.17701752001965365,constant,squared_hinge,elasticnet,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.5,xgb,4744893,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9177.0,9305.0,,,,,,,,,,,,,,,,,,,,1,0.7,aucpr,1,59,binary:logistic,98,62198,,,,,,,
adasyn,minmax,0.5,svm,4983354,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.07804546996946046,0.09237794169301018,0.08529404932432234,0.005095966155352676,0.3599374021909233,0.3804034582132565,0.3723157614957252,0.008875639418076217,0.128276631344116,0.14854560858514543,0.13874104780107746,0.0071360527636176296,0.502455697102436,0.5333305786427023,0.5196387296236917,0.011445436744970956,0.07061393523409418,0.0834952399651103,0.07836450812718576,0.0044565673687348645,0.6510698076507456,0.6729934924078091,0.662784639340264,0.007564122690478878,9220.0,9350.0,,,,,,,,,,,1.81,sigmoid,25000,False,,,,,,,,,,,,,,,,,,,,
,standard,0.8,xgb,6109653,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9196.0,9336.0,,,,,,,,,,,,,,,,,,,,0.5,0.7,aucpr,0.5,15,binary:logistic,57,7161,,,,,,,
random_under,standard,0.7,nb,33376763,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10473866178564165,0.1411530815109344,0.1223195462482453,0.011993278106324575,0.8135860979462876,0.8631284916201117,0.8318892145854037,0.01931813907630972,0.18558558558558558,0.24077999152183127,0.21303639892600454,0.01815397485314825,0.6969337393602341,0.7754401748953483,0.7409580824045539,0.028922262516929767,0.11468572463907908,0.18955309825368702,0.15871816951925913,0.027634347902475136,0.4869245731575535,0.612001733102253,0.5486691253302662,0.04370523208161642,9190.0,9313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.5,xgb,23263487,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.24553917765709854,0.3422090729783038,0.2910043705754251,0.03224629032333442,1.0,1.0,1.0,0.0,0.39426969791342265,0.5099191770756797,0.44985617276784123,0.03854269065411511,0.9689344882343279,0.9721047703086395,0.9702223410206642,0.0011937232322404901,0.5574224111005655,0.5781442031480428,0.5678648473491967,0.008073777309425545,0.7919786096256685,0.8555025996533796,0.8202814897106823,0.02113940105383056,9217.0,9347.0,,,,,,,,,,,,,,,,,,,,1,0.3,error,3,11,binary:logistic,3,13759,,,,,,,
smote,minmax,1.0,ridge,15987530,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09579955784819455,0.11838989739542226,0.10940436823971042,0.007846013546618633,0.6161137440758294,0.6512968299711815,0.6357350317569,0.01329988871948235,0.16581632653061223,0.20022246941045607,0.18661743130682984,0.012021491552033792,0.6413635646131717,0.6773949382418522,0.6607504109383268,0.014951143409810293,0.10045218989144367,0.12694620855672203,0.11405793017988848,0.00981429867263209,0.5769397017505944,0.6113399826539462,0.5952314502370859,0.014528542019365749,9220.0,9350.0,2.782593263655663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
