uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,RidgeClassifier_alpha,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights
random_under_bootstrap,minmax,0.3,ridge,4719997,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.0,0.18181818181818182,0.0851842260687838,0.06375268729582279,0.0,0.017214397496087636,0.007756791240720916,0.006404260003700715,0.0,0.029139072847682117,0.01385921672971186,0.011027899662008716,0.6347316469189782,0.732256191650648,0.6788233785134711,0.03588425981050319,0.09941430124676326,0.143206752589038,0.12349567392453938,0.017205007012654018,0.9190857885615251,0.9310160427807487,0.9225377499360276,0.0043917900471907275,9220.0,9350.0,,,,,,3.0320190403094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.5,svm,20149428,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.07894736842105263,0.0980603448275862,0.08781178625589599,0.0067234348195550795,0.35335195530726254,0.39337175792507206,0.3714546826082027,0.013608675912698188,0.12959326788218792,0.1569867740080506,0.14197271203469156,0.009545828909346491,0.5075282341821589,0.5417919826183479,0.5259551310735017,0.014869798780057585,0.07120248557468442,0.0867545628269743,0.08009111486544554,0.0051419754592722765,0.6635949696444059,0.6819956616052061,0.6722918494497836,0.007405456175253703,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,sigmoid,25000,False,,,
random_under,standard,0.7,lr,30228243,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.10597755155311929,0.15983985217123498,0.13426955548679115,0.019030838297017957,0.641390205371248,0.7478386167146974,0.6907237483994848,0.03552008999437465,0.18189964157706096,0.2633849276833291,0.22457001447262442,0.028596020562127487,0.679350567185364,0.771946638962077,0.7247705258426375,0.03714012440568021,0.11456993663155178,0.17520968206390075,0.14344607892677672,0.02318040928757419,0.609033931272963,0.6855502599653379,0.6487243153109514,0.033047693527789614,9220.0,9350.0,balanced,,20000,none,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.7,lr,2977172,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.09319597508385243,0.16603892027620842,0.12763229880962287,0.02366712476894251,0.6145339652448657,0.7622478386167147,0.6903243451922512,0.04716420626047787,0.16184730601206573,0.27268041237113405,0.2150408452189733,0.03593863374896062,0.6322317651713226,0.7779882849549362,0.7064488239877825,0.04926964588736599,0.09922288498089478,0.18073858742153692,0.13654938027638874,0.026376439852402702,0.5690909090909091,0.6943240901213171,0.6260713861775917,0.044842058291342295,9220.0,9350.0,balanced,0.3526024497755267,20000,elasticnet,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,xgb,152112,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.6505652620760535,0.7103377686796315,0.6831803440226212,0.023808371123010968,1.0,1.0,1.0,0.0,0.7882938978829389,0.8306403351286654,0.8115344022995019,0.016882439445684065,0.9983850802953805,0.9992382171108578,0.9989358954889479,0.0003069612863962976,0.9578890637730166,0.9785290855431847,0.9705811755306094,0.007102827068748924,0.9636363636363636,0.9693058568329718,0.9662129547127783,0.0021977154637230186,9212.0,9346.0,,,,,,,,,,,,,0,0.3,aucpr,1.5,33,binary:logistic,15,58306,,,,,,,,,,,,,,
,minmax,0.3,svm,27372430,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212018633512068,0.6233620711089823,0.5834481272341977,0.03518512218673638,0.06519153337874892,0.10803610811057632,0.08841580825187245,0.015452738790569256,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,linear,25000,False,,,
random_under_bootstrap,standard,0.5,sgd,4999660,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.045307443365695796,0.18456375838926176,0.11462018102200691,0.05917169536718003,0.0792507204610951,0.7262247838616714,0.30565679707640303,0.23156786382993197,0.06705653021442495,0.21649484536082472,0.13528341977932548,0.06207998314017316,0.39008884058514703,0.7293610885529315,0.5914276948142163,0.13479247565665736,0.05080026773780015,0.13817314584357876,0.10094684788064774,0.035220480578384054,0.45144385026737965,0.9044627383015598,0.7130324686237568,0.16753312928283748,9220.0,9350.0,,,,,,,1.528386731399125,True,0.4854331897711155,invscaling,squared_epsilon_insensitive,l1,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.7,xgb,18201539,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.649812734082397,0.697176241480039,0.6759531153920628,0.019837665923595968,1.0,1.0,1.0,0.0,0.7877412031782066,0.8215720022948939,0.8064816616224235,0.014154037147894262,0.999997295947098,1.0,0.9999992887562434,1.009840403014574e-06,0.9999666431040051,1.0,0.9999912080564389,1.2445873889495922e-05,0.9594887348353552,0.9705882352941176,0.9648716544104083,0.004187358399897919,9200.0,9333.0,,,,,,,,,,,,,3,0.1,aucpr,0.5,41,binary:logistic,93,12396,,,,,,,,,,,,,,
random_over,minmax,1.0,svm,18017152,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.11396332863187589,0.16287990557686632,0.13476815807314416,0.01733998048443426,0.6382306477093207,0.7953890489913544,0.7218778804621856,0.051301590860086475,0.19339396840593587,0.27038941954445256,0.22699687561738918,0.026941328052877002,0.704110705217112,0.7711966438562845,0.7359793304979547,0.026450323931618547,0.1234590551833419,0.16759925086450278,0.1440585943111708,0.017492417153347577,0.6135725091852172,0.6773180242634316,0.6397263647294784,0.022559907570597178,9220.0,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,linear,25000,False,,,
random_over,standard,0.8,lr,32284309,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.11533691608102521,0.18096054888507718,0.1421482570414458,0.022216477315790635,0.44075829383886256,0.6080691642651297,0.5069939742034164,0.06240875760624457,0.18283093053735253,0.278916060806345,0.2219582318345879,0.03291829367628515,0.6688797436632288,0.7611333094360994,0.7070589356982643,0.03328840554785616,0.11288805049230577,0.168388464283999,0.1344282651484734,0.01974643074593816,0.7219580721850011,0.7636481802426344,0.7400646962172257,0.01401481799753806,9220.0,9350.0,,,20000,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.7,ridge,19352386,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.10328358208955224,0.14009661835748793,0.1225920125898452,0.013344655062002652,0.2276536312849162,0.33429394812680113,0.2909069347762469,0.037243855514002715,0.14991334488734837,0.1974468085106383,0.17222634420251545,0.019060537482537922,0.6399577662431148,0.6745784062165212,0.659255038121449,0.014804651719578357,0.10045642485054429,0.126439690639979,0.11394551540379842,0.009673789901081052,0.7901604278074866,0.8023557380592177,0.7967949770260623,0.004300000735398659,9220.0,9350.0,,,,,,2.294567083198853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.5,xgb,1424076,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.2059206245933637,0.28594973217964564,0.24310207320170588,0.02839410879276124,1.0,1.0,1.0,0.0,0.3415160507148638,0.44472925344440883,0.39028563722107956,0.036607778648211985,0.9745964472779093,0.977733853752387,0.9760877356439908,0.0012711678724151314,0.5989568695412122,0.6135158314707169,0.6058168444830435,0.005323377451083622,0.7389304812834224,0.8122833622183708,0.7701846010377633,0.026376378984730105,9192.0,9325.0,,,,,,,,,,,,,1,0.7,error,1,61,binary:logistic,37,13132,,,,,,,,,,,,,,
random_under,standard,1.0,sgd,1280754,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.0,0.09664238763545922,0.05714279699576743,0.0466738567453494,0.0,0.7838616714697406,0.43307356144552234,0.3558189169605318,0.0,0.17207021983235807,0.10093187615192818,0.0824650808435012,0.5,0.6524627607748348,0.5816281552046527,0.06847070170814472,0.09831791830324103,0.5386859736330235,0.2780606885055036,0.21092707804360225,0.43295060658578854,0.9322994652406417,0.6576615462001245,0.22176082127212854,1.0,9232.0,,,,,,,0.0,False,0.2936572053943882,optimal,perceptron,l1,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,1.0,knn,27872745,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,14,distance
,standard,0.3,sgd,10773207,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6413748914245194,0.5899615243476664,0.04945669754231069,0.09777607095656647,0.5338502673796791,0.1896202387004549,0.17217258203852073,0.9226280527339529,0.9322994652406417,0.9270414511639368,0.0037667150346901357,1.0,9254.0,,,,,,,1.2928699573439149,True,0.8949143701302936,adaptive,hinge,elasticnet,,,,,,,,,,,,,,,,,,,,,,
